c1a_c1b_s1_y1,ifn_a_CpG_0,ifn_a_CpG_1,ifn_a_CpG_3,ifn_a_LPS_0,ifn_a_LPS_1,ifn_a_LPS_3,ifn_a_PG_0,ifn_a_PG_1,ifn_a_PIC_0,ifn_a_PIC_1,ifn_a_PIC_3,ifn_a_RSV_0,ifn_a_RSV_1,ifn_a_RSV_3,ifn_a_RV_1,ifn_a_RV_3,ifn_g_CpG_0,ifn_g_CpG_1,ifn_g_CpG_3,ifn_g_CR_0,ifn_g_CR_1,ifn_g_CR_3,ifn_g_DM_0,ifn_g_DM_1,ifn_g_DM_3,ifn_g_LPS_0,ifn_g_LPS_1,ifn_g_LPS_3,ifn_g_MAB_1,ifn_g_MAB_3,ifn_g_PG_0,ifn_g_PG_1,ifn_g_PG_3,ifn_g_PHA_0,ifn_g_PHA_1,ifn_g_PHA_3,ifn_g_PIC_0,ifn_g_PIC_1,ifn_g_PIC_3,ifn_g_RSV_0,ifn_g_RSV_1,ifn_g_RSV_3,ifn_g_RV_1,ifn_g_RV_3,ifn_g_TT_0,ifn_g_TT_1,ifn_g_TT_3,il_10_CpG_0,il_10_CpG_1,il_10_CpG_3,il_10_CR_0,il_10_CR_1,il_10_CR_3,il_10_DM_0,il_10_DM_1,il_10_DM_3,il_10_LPS_0,il_10_LPS_1,il_10_LPS_3,il_10_MAB_1,il_10_MAB_3,il_10_PG_0,il_10_PG_1,il_10_PG_3,il_10_PHA_0,il_10_PHA_1,il_10_PHA_3,il_10_PIC_0,il_10_PIC_1,il_10_PIC_3,il_10_RSV_0,il_10_RSV_1,il_10_RSV_3,il_10_RV_1,il_10_RV_3,il_10_TT_0,il_10_TT_1,il_10_TT_3,il_12p40_CpG_0,il_12p40_CpG_1,il_12p40_CpG_3,il_12p40_LPS_0,il_12p40_LPS_1,il_12p40_LPS_3,il_12p40_PG_0,il_12p40_PG_1,il_12p40_PG_3,il_12p40_PIC_0,il_12p40_PIC_1,il_12p40_PIC_3,il_12p40_RSV_0,il_12p40_RSV_1,il_12p40_RSV_3,il_12p40_RV_1,il_12p40_RV_3,il_13_CR_0,il_13_CR_1,il_13_CR_3,il_13_DM_0,il_13_DM_1,il_13_DM_3,il_13_MAB_1,il_13_MAB_3,il_13_PHA_0,il_13_PHA_1,il_13_PHA_3,il_13_TT_0,il_13_TT_1,il_13_TT_3,il_4_CR_1,il_4_CR_3,il_4_DM_1,il_4_DM_3,il_4_MAB_1,il_4_MAB_3,il_4_PHA_0,il_4_PHA_1,il_4_PHA_3,il_4_TT_1,il_4_TT_3,il_5_CR_1,il_5_CR_3,il_5_DM_1,il_5_DM_3,il_5_MAB_1,il_5_MAB_3,il_5_PHA_1,il_5_PHA_3,il_5_TT_1,il_5_TT_3,il_8_CpG_0,il_8_CpG_1,il_8_CpG_3,il_8_LPS_0,il_8_LPS_1,il_8_LPS_3,il_8_PG_0,il_8_PG_1,il_8_PG_3,il_8_PIC_0,il_8_PIC_1,il_8_PIC_3,il_8_RSV_0,il_8_RSV_1,il_8_RSV_3,il_8_RV_1,il_8_RV_3,tnf_a_CpG_0,tnf_a_CpG_1,tnf_a_CpG_3,tnf_a_LPS_0,tnf_a_LPS_1,tnf_a_LPS_3,tnf_a_PG_0,tnf_a_PG_1,tnf_a_PG_3,tnf_a_PIC_0,tnf_a_PIC_1,tnf_a_PIC_3,tnf_a_RSV_0,tnf_a_RSV_1,tnf_a_RSV_3,tnf_a_RV_1,tnf_a_RV_3
ifn_g_DM_3,,,,,,,,,,,,,,,,,,,,,,,,,1,0.063813602,0.074218404,0.218807021,0.098814038,0.22432209,0.058477593,0.145612252,0.316558112,0.023277282,0.030413304,0.147358785,0.000454369,0.026719387,0.235195333,0.017036888,0.092018645,0.259991304,0.022398846,0.173939877,-0.015546608,0.067097506,0.276630632,-0.011002026,0.042899139,0.132965919,-0.034368258,-0.045833325,0.158801193,-0.050809193,-0.015785836,0.285316931,-0.07761023,0.029896197,-0.053924017,0.041834059,0.162069526,-0.022570757,0.030677833,0.096921692,-0.051002824,-0.05751391,0.099911753,-0.024150947,-0.034635656,0.094230873,-0.009315266,0.018054281,0.182531941,-0.005486314,0.108977569,-0.059094589,0.00303936,0.200116425,0.068077213,-0.077552117,-0.011855719,0.044360344,0.055381306,0.137935608,0.078659106,0.061591058,0.303267233,-0.024329991,-0.016883703,0.182742111,0.076543526,0.02503376,0.196977058,-0.034567186,0.083922195,-0.028558601,-0.001441869,0.151051216,-0.063324952,0.096659517,0.449985125,0.051640657,0.120145256,0.014681142,0.018739471,0.057675763,0.008862013,0.05490371,0.170079305,0.021298676,0.068063957,0.086537578,0.250634943,0.0674784,0.07030824,0.01580652,0.012942945,0.023273774,0.03085097,0.058770397,-0.019424835,0.139090958,0.099341461,0.416729014,0.056956417,0.086688446,0.030528573,0.034096001,0.023238519,0.136174615,0.001094871,-0.00235744,0.057132264,0.001067461,0.079653394,-0.045680162,0.011958698,0.0680519,0.002515153,-0.056553009,-0.021021008,0.032157736,0.047478557,-0.065932465,0.097813095,-0.073914323,0.076989887,0.017295387,-0.033150334,0.247148816,0.075318689,0.060600725,0.100433135,0.137500312,0.095521831,0.256746677,-0.023965257,-0.025318366,0.174791871,0.130535296,-0.014987944,0.291511396,-0.009501707,0.253167504
ifn_g_LPS_0,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.118885825,0.082128633,0.035062048,0.040916068,0.342524889,0.004008017,0.015576087,0.235031711,0.049136518,0.028662304,0.274842773,-0.005918912,0.0339586,0.071921035,0.014971211,0.007586754,-0.013761467,0.003734786,0.061522078,0.024276756,0.089824197,0.144951709,-0.009837997,-0.023683957,0.164236859,0.063456809,-0.071149882,0.107892262,0.050383779,-0.036144265,0.064437528,-0.048227515,-0.015235237,-0.035667144,-0.003971404,0.091979095,-0.097357607,-0.05274741,0.091758497,-0.049351269,0.010893362,0.074723854,0.028546891,-0.078641732,0.052569124,0.018240521,-0.034201226,0.03085268,-0.020004701,0.09144723,0.032762327,-0.049876041,0.008070055,-0.001043896,-0.003110941,0.495735101,0.067306896,-0.010091556,0.362966843,0.028302963,0.036178938,0.243947977,0.021926791,-0.0036759,0.138753782,0.075521088,0.00530205,0.07158573,-0.041901698,0.078159364,0.096723209,0.012444168,0.070821911,0.022523725,0.011897541,-0.044237826,0.03373992,0.028014147,-0.071504651,0.009291809,0.038707322,0.026368728,-0.005083394,-0.002476362,-0.010599704,0.015488213,-0.004743014,-0.068760013,0.005504047,0.00940567,-0.049186013,0.025265833,0.001642828,0.019511419,0.082110456,0.003067512,0.039726581,-0.014723564,-0.057279386,0.058106227,-0.053132718,0.011175894,0.055513812,0.011684108,0.106451207,0.019358951,0.005764399,0.082443937,0.008139765,-0.013420183,0.056816568,-0.011815036,-0.017526314,0.093958099,0.012424614,-0.014645125,0.114178223,0.014948502,0.046692629,-0.007229017,0.052416728,0.098047499,-0.026361185,-0.033776174,0.171134505,-0.001597735,0.03701139,0.1377334,-0.096397278,0.038955883,0.214057998,0.029831502,0.016600399,0.10508437,0.1046533,0.007049698,0.012153345,-0.025843322
ifn_g_LPS_1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.153318497,0.206803721,0.075067933,0.165466259,0.282073382,0.09284196,-0.085946614,0.066278253,-0.019264494,0.033046561,0.214251065,0.051426708,-0.014086927,0.087441947,-0.038220231,0.241481177,-0.011245038,-0.03915334,0.10707411,0.019928202,0.019769308,0.039565605,-0.064309198,0.049529987,0.051796091,-0.098946447,0.055478458,0.101466722,-0.056678218,-0.03841087,0.094830384,-0.045712181,0.080216097,-0.106244659,0.002032497,0.058812307,-0.066562229,-0.03912222,0.019028199,-0.188434791,-0.035417849,0.015576427,-0.07254555,0.020076029,0.093228586,-0.088079709,0.040471169,-0.075665976,0.035205415,0.070091402,-0.043151565,-0.076253674,-0.021776571,-0.061852619,0.161792276,0.288771391,0.072515801,0.148107302,0.288892404,0.07498535,0.057423718,0.114034408,-0.002343989,0.031453219,0.116793024,-0.09347591,0.016869028,-0.061072462,-0.094052131,0.00864146,-0.104377373,-0.025344922,0.115163505,-0.077558234,-0.022069603,-0.063477608,-0.126537059,-0.149623305,-0.173409789,-0.047121693,0.061007757,-0.053432551,0.004951389,-0.053901603,0.009272772,0.024940462,-0.025893874,-0.065647144,-0.079947948,-0.124244438,-0.166440354,0.008439133,-0.04636591,0.049915891,-0.032064246,0.144602074,-0.016978305,0.052836244,-0.085090917,-0.090466238,-0.123596838,0.063811074,-0.050704552,0.059952219,0.037890474,-0.062803904,0.015670024,0.028595084,0.004683999,0.016006477,0.062122436,-0.020300096,0.097295444,-0.022022103,-0.083471607,0.079590689,0.054801825,-0.04912041,0.004524949,0.061346024,0.023350426,0.033792512,-0.070372835,-0.042890331,0.246968005,0.037067739,0.047858655,0.129213452,0.056485216,0.013465599,0.096270783,-0.05631403,0.060824532,0.124619076,-0.057909856,0.091556496,0.012907809
ifn_g_LPS_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.083695597,0.32016225,0.093070443,0.111191845,0.222036037,0.030890501,-0.016181952,0.09309142,0.031833783,0.038492324,0.262667604,0.027182319,0.05815242,0.128612948,0.101683978,0.189858109,-0.01775855,0.06440701,0.061956146,0.005612607,0.095639714,0.071811545,0.017518012,0.007772359,0.104774319,-0.02588918,-0.004893532,0.196484188,-0.043123627,0.103187717,0.170789956,0.087500977,0.159549378,-0.032811479,0.039171607,0.117502768,-0.024079499,-0.040602811,-0.023420062,-0.041890528,-0.012423493,0.058699486,-0.005841167,0.053200408,0.1719043,0.068454556,0.107049822,-0.083131509,0.044234934,0.141229366,-0.025220589,-0.069160883,0.071581813,0.076128306,0.135625726,0.372508333,0.104045794,0.105389744,0.279012682,0.024128336,0.038319781,0.165170494,0.065100716,0.081137603,0.202599633,-0.010453346,0.124675008,-0.031953181,-0.050923696,-0.050135118,-0.007866612,0.007393718,0.034325064,-0.020375748,0.037959675,-0.026977128,-0.089813475,-0.141952734,-0.00840633,0.08493034,0.035266023,-0.059593923,-0.054876377,-0.03278079,0.019516707,-0.007050096,0.046225473,-0.013980635,-0.082490858,-0.161978988,0.002357249,0.041536488,-0.042256583,0.007819839,0.004904076,0.05740663,0.02257937,0.030071121,-0.050946139,-0.116100965,0.048662,0.038789965,-0.002315846,0.067463613,0.043997989,-0.025119646,0.024028219,0.03122033,-0.011827473,0.009658342,0.082772989,-0.04334455,-0.022454806,0.038255668,-0.008992041,-0.036525108,0.116732101,-0.058486473,0.109362643,0.002787859,-0.002878705,0.089941749,0.032860954,0.135718331,0.365650337,0.076444441,-0.006908258,0.098352762,-0.03447941,-0.033246166,0.131276269,0.08579683,0.034978108,0.157351226,0.052394367,0.171922856
ifn_g_MAB_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.198173724,0.06377182,0.126559833,0.040856567,-0.009640295,0.139251844,0.079444557,0.048045532,0.169512038,0.083053696,-0.004782456,0.11077258,0.02755883,0.157336934,0.001604839,-0.033009219,0.102018886,0.04727564,0.030822237,0.147428434,-0.008009409,0.029259267,0.105161236,-0.011750854,-0.017180414,0.161760953,0.029436516,-0.035909508,0.21238202,0.033130696,0.323124832,0.048601755,0.046087251,0.194270564,-0.020236612,0.042941469,0.024450848,-0.046110259,0.010982961,0.069590937,-0.028593421,-0.008257141,0.17484525,-0.030991475,0.133906304,-0.036854369,0.022132523,0.12835092,0.050455394,0.036044628,-0.004791184,-0.055784613,0.080263944,0.201191437,0.026612865,0.109702972,0.215222748,0.045089392,0.087785227,0.123184506,-0.012844108,0.031010399,0.081332329,-0.050842916,-0.046473371,-0.058322258,-0.077098256,-0.019165112,-0.053871044,-0.02559906,0.130140039,0.066997926,0.285194799,0.045017135,0.010347181,-0.04008891,-0.090286065,0.023450968,0.110019683,0.044736691,-0.021805473,-0.038292782,0.057012442,0.043323016,0.211298104,0.048595794,0.028770238,-0.052658286,-0.066780044,0.096429508,0.053026625,0.043949118,-0.01309043,0.116925434,0.105636432,0.28699514,0.033686546,0.026554783,-0.066879746,0.125087742,0.05795991,0.077814044,0.002473198,-0.079009456,0.036071989,0.156502729,0.042560886,0.058844643,0.121980097,-0.039013818,0.072149949,-0.043690599,-0.058527456,0.068100053,0.052142718,-0.02747732,-0.036998135,0.030876024,0.007325779,0.006675653,-0.043662382,-0.01718273,0.240092455,0.032704517,-0.007347754,0.094140562,-0.009032438,-0.002600132,0.064433905,-0.046006136,0.05192176,0.076983669,-0.028590963,0.075669355,0.013083758
ifn_g_MAB_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.03389377,0.084712222,0.225808131,0.035269876,0.12630948,0.403589589,0.064837827,0.061384015,0.327022054,0.044745541,0.079700669,0.222249557,0.059578495,0.330507355,-0.007269761,0.046484971,0.153832681,0.051986346,0.033011488,0.099139923,-0.059643828,0.012782084,0.144003371,-0.021358948,-0.026118331,0.194512923,0.046521677,0.042236895,0.154336387,0.02455765,0.286173539,0.018319514,0.043518402,0.253028063,0.00634581,-0.052347094,0.148099251,0.024281425,-0.011358049,0.182094442,-0.001141418,0.018806995,0.229802632,0.056800558,0.187503007,-0.029345179,0.004540402,0.176991409,0.006322066,0.010531474,0.14708946,0.057899691,0.111191969,0.266829722,0.065917155,0.162842985,0.359740525,0.094310325,-0.028941534,0.230513439,0.032585037,0.040430831,0.221807743,0.026667406,0.106346402,0.035575995,-0.018534743,0.03778183,0.059808653,-0.035996374,0.04643837,-0.005002149,0.199122654,0.065035127,-0.05693309,-0.010238012,0.053754966,0.018862223,0.113314497,-0.007089756,-0.05836523,-0.050575815,-0.070448744,0.019780862,0.0987005,0.024272626,-0.044092985,-0.077131208,0.00200895,0.045374287,-0.029553322,0.013983844,-0.043633443,0.031644662,-0.010610238,0.13751706,-0.028657904,-0.036722719,-0.023494076,0.068666041,-0.013900665,0.02172383,0.135281965,-0.014154808,-0.009056661,0.064098206,-0.017928871,-0.050548201,0.126360829,-0.033557469,-0.010792739,0.13171028,-0.015320123,-0.051986973,0.153422429,-0.02084861,0.118991931,0.008933012,-0.018256786,0.2326314,0.027014262,0.073753767,0.217572386,0.037246885,0.041045863,0.218466546,-0.00118815,-0.005270902,0.302623232,0.028448537,0.071079124,0.308026838,0.101293212,0.266190544
ifn_g_PG_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08123036,0.085180648,0.20736159,0.082867167,0.039447468,0.253906949,-0.023880983,0.016919456,0.186448199,0.023878552,0.004717393,0.005499386,-0.020657352,0.05800132,0.049543591,0.031384654,0.135666091,-0.045767821,-0.063582242,0.099420438,0.027508706,-0.039762218,0.077844343,0.017004211,-0.039155067,-0.055708347,-0.046524765,0.00497844,-0.019337658,-0.011060518,0.097302879,-0.083092244,-0.03542281,0.092769585,-0.070036842,-0.021643866,0.079313633,0.021870112,-0.089460374,0.024211154,-0.032117134,-0.070856597,0.009814722,-0.07142244,0.029185382,0.004309133,-0.087634752,0.049163673,-0.069547822,-0.020871192,0.392475303,0.079661003,0.100473535,0.500723675,0.038195308,0.117298408,0.182324901,0.039938023,0.020225751,0.175295545,0.059960913,0.00711383,0.042857322,0.004710392,0.063829411,0.00550594,-0.039160792,0.131589946,0.032476442,-0.025391473,-0.04103824,0.005869084,0.048095372,-0.06302459,-0.031668179,0.089603476,0.031593949,-0.067702673,-0.040052166,-0.01798181,-0.005134043,-0.023218786,-0.069682257,0.004555419,0.034386147,-0.068459665,-0.021371385,-0.010214133,0.006045207,0.048525158,-0.026134219,0.030913363,-0.028831766,-0.063840406,0.022699802,-0.045287108,0.000470712,0.008050893,-0.058311818,0.022145133,0.024967296,-0.012106368,-0.019798869,0.014383338,-0.040607012,-0.017699253,-0.02114883,-0.021060331,0.054546785,0.032457588,-0.025108917,0.098810925,0.019261446,0.019631444,0.038071657,0.039242663,0.169216909,-0.003987741,-0.028152174,0.103104704,0.037516072,0.108964039,0.209656461,-0.038376307,0.113084119,0.198789491,0.020286504,0.019807218,0.214379702,0.114910644,0.025272894,0.028266151,-0.015444897
ifn_g_PG_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.127666923,0.006254844,0.210173647,0.100994734,0.021572037,0.15979546,0.014007039,0.014947567,0.099362373,-0.001259896,0.129116706,0.047075265,0.000970723,0.225579716,0.099803985,-0.007981219,-0.005174774,-0.050793517,-0.016135047,0.009191812,0.000683005,-0.014344537,0.039504082,-0.007056099,-0.056742983,-0.013852031,-0.102584937,-0.006343164,-0.063758409,-0.108890306,0.020587974,-0.015832695,-0.053712963,0.022236924,-0.063428118,-0.038413121,-0.032873842,-0.076522615,-0.004473857,-0.040349656,-0.06243852,-0.001599849,0.00946566,-0.030534156,0.047737239,0.015104005,-0.05701705,0.045963739,0.05914745,-0.027044037,0.127612259,0.077343499,0.012085054,0.273302297,0.136419523,-0.078241121,0.037770543,-0.026983643,-0.013003361,0.092604733,0.024767232,0.025257402,0.032205083,-0.016369541,0.068887271,0.02585175,0.008478902,0.076696744,0.00619298,-0.020761852,-0.054961118,-0.013121093,0.071337045,-0.028301279,0.053631758,0.091822188,0.014522996,0.008719074,0.009827915,0.065274159,-0.012833394,-0.024045328,-0.055273093,-0.026018545,0.049911488,-0.008582904,0.00494019,-0.026000941,0.102250227,-0.002416551,0.077825081,-0.00522057,-0.005872337,-0.044302901,0.088595797,-0.016355228,0.02130244,0.021501501,-0.066510795,0.055228002,0.011349897,-0.06961793,-0.008252518,-0.017044774,-0.055116093,-0.033991294,-0.022404936,-0.029365386,0.011858077,0.011715321,-0.002200357,0.025512637,0.015930686,0.03582949,0.002486739,-0.011346452,0.107506623,0.054655092,-0.010558005,0.061660901,0.044108538,0.040861997,0.256167634,0.117989235,0.002235327,0.082063726,-0.03142891,-0.002958305,0.092010335,0.081059016,0.096128102,0.081331411
ifn_g_PG_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.008805449,0.021494397,0.18085428,-0.061989684,0.014564082,0.205780627,0.006065414,0.003249589,0.202576112,0.043751048,0.159925409,0.005892184,0.010163902,0.117628585,-0.008388683,0.006963821,0.087146863,0.007757236,-0.022912272,0.088318925,-0.08549873,-0.033074964,0.093581906,-0.097818614,-0.016096833,-0.064276681,-0.003189386,0.079217374,-0.026731979,0.013336076,0.091012923,-0.028466548,-0.069581945,0.04729959,-0.015359151,-0.042346001,0.068410617,-0.040899705,-0.013358995,0.093906622,-0.033638073,0.08556372,-0.088152517,-0.0039543,0.036989233,0.029021085,-0.001542678,0.020773322,-0.023368815,0.098310602,0.157761278,0.043196588,0.081578408,0.388287109,-0.008155201,-0.057933205,0.134576089,-0.016590351,0.039915219,0.153877226,-0.014535775,0.051820671,0.022644257,0.037569824,0.115364388,0.000707325,0.002927125,0.153592992,-0.023799695,0.073500599,0.035340164,-0.03305634,0.020460793,0.033463474,0.000822508,0.058053143,-0.01937754,0.035121192,-0.046005104,0.033317339,-0.033166718,0.053972345,-0.001197887,-0.052029006,0.00567661,-0.007700075,0.015152672,0.020707485,0.095107375,0.014172779,0.178727529,-0.011255281,0.062363381,-0.004354527,0.065418749,0.006567806,0.026894706,0.021161236,0.027921646,0.038640615,0.024566499,0.035480985,-0.055242463,0.008301033,0.042070794,0.006291737,-0.006295858,-0.024315647,0.037942459,0.023029525,-0.013838277,0.071297472,-0.014155977,0.078256167,0.017673078,-0.008867422,0.263990321,0.034969824,0.064643812,0.158393988,0.089433523,0.064802837,0.492796584,0.002343298,-0.054880436,0.229025207,0.085271885,0.046877558,0.310654902,-0.006316951,0.282924216
ifn_g_PHA_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.166711217,0.195914988,0.351552251,-0.061522282,-0.034395001,0.210727666,-0.022796638,0.043096882,-0.138963748,0.068760419,0.342083284,0.026109379,0.009396299,-0.025939834,-0.040813359,0.062583388,-0.008646505,0.022235443,0.042150306,0.042604426,0.02708925,-0.060530461,-0.137388321,-0.063261625,0.091896634,-0.024728536,0.098604144,-0.090838109,-0.070091001,0.002951997,0.128610287,-0.004651201,0.171178413,0.05129628,0.007620127,0.01069991,-0.165507333,-0.102294285,0.011016833,-0.011175215,0.068279131,-0.05949708,-0.009696397,-0.020115616,0.237322092,0.039813425,0.138081855,0.129245949,-0.042966232,0.030648295,0.115623501,-0.041708707,0.055125139,0.031328823,-0.12831469,0.000999248,-0.119557864,-0.025868528,0.110394517,-0.019358179,0.038365275,0.140371878,0.111137177,0.034085102,0.12812065,-0.01046685,0.078373598,0.010770739,0.124196643,0.177908044,0.128905758,0.246333523,0.179905542,0.072740258,0.045179004,0.0056657,-0.008774928,-0.015239645,-0.014542665,0.022299651,0.063531172,0.099235764,0.136846703,0.229904016,0.032080503,0.046289868,0.040596998,0.022336822,-0.028996396,0.013778067,-0.012306409,0.140556213,0.103900854,0.253182975,0.02170676,0.039751926,-0.118871739,0.026839167,0.030508943,-0.023420392,-0.062932274,0.043118793,-0.03602802,-0.006094856,0.021069088,-0.089821495,0.074473138,0.080941982,-0.096618332,0.01257073,0.083134655,0.092347016,-0.115725242,0.062944892,-0.005192993,0.05561498,0.063402759,-0.061144383,0.114412402,0.129832304,-0.070258403,0.058480621,0.148301581,0.002200438,0.082280247,0.023209214,0.023434628,0.129216662,-0.027386456,-0.012732538
ifn_g_PHA_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.314866226,0.01098633,0.037645049,-0.022695456,0.042846895,0.074465138,0.008237281,-0.055539774,0.05040665,0.077051135,0.142875251,0.036045296,0.026630125,-0.182907579,-0.035536965,-0.043459326,-0.019891146,0.018345808,0.036908486,0.004259136,-0.023601962,-0.011074226,-0.102638247,0.006078122,-0.114342147,0.034226107,-0.040522106,-0.047861314,0.037762948,0.055868454,0.152081789,0.162674777,0.018263265,-0.063044686,0.004351909,0.009808725,-0.103143417,0.024448376,-0.09569991,0.071097607,0.00830326,-0.015883183,0.017470948,0.016499462,0.099686219,0.141916926,-0.043771937,-0.013233104,-0.005769771,0.006322094,0.154030929,0.068405043,-0.066607167,-0.108178887,-0.051402755,-0.080584866,-0.000657173,0.058651339,0.019525422,0.032119969,0.058378686,0.126275652,0.002123801,0.026732443,-0.007327847,-0.009721421,-0.064166841,0.061580114,0.087520891,0.260173317,0.17363572,0.059525751,0.03741681,0.022280822,0.046182706,0.01273288,-0.039573045,-0.097066193,-0.021098484,-0.02553516,0.002443981,0.304355638,0.145782266,0.009058852,-0.035328202,0.09979709,0.025923166,-0.042935159,-0.029218043,-0.112945028,0.055002045,0.252433933,0.167462137,0.016914651,-0.003483409,-0.099988602,0.029275528,0.015773372,0.00847911,-0.057962296,0.032719247,0.015344247,-0.082402144,0.065640149,-0.070983065,0.051051863,0.086095245,-0.080352358,-0.003737796,0.039605583,0.065437206,-0.163981734,-0.048534234,0.025712295,0.052203934,0.034387002,-0.031320699,0.016901499,0.050431916,0.105534777,0.103486682,-0.039107085,0.045522337,0.029519441,-0.019412419,0.106995842,0.106303728,0.056875933,-0.025091646
ifn_g_PHA_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.077842939,0.036457831,0.160450265,0.114627622,-0.005484877,0.168834593,-0.074417194,0.167454228,0.068704085,0.134128297,0.104905547,0.028900854,-0.087593067,-0.08672567,-0.055800341,0.010410501,-0.0357728,-0.008074618,-0.031382501,-0.050402622,-0.049652898,-0.020014954,0.081109441,-0.111260429,0.050606981,-0.051001828,-0.064960476,0.017133989,0.036089341,0.035310742,0.41749379,0.047842646,-0.054241236,-0.093335959,-0.096873479,-0.038799893,-0.082113305,-0.061443685,-0.000893743,-0.02574996,0.017338033,-0.087487721,0.080854397,0.139708848,0.155241163,-0.027012505,-0.040014049,0.019103996,0.019456686,0.081620706,0.225988879,0.050588986,-0.104299286,-0.045448553,-0.052321557,-0.040603107,0.096287307,-0.030755125,-0.074551029,0.076381002,0.10182205,0.011068997,0.055193448,-0.012217255,0.036064455,-0.004603465,0.156465019,0.119686958,0.182802416,0.502253858,0.027654775,0.070644345,0.019807412,0.00989206,-0.060407322,-0.103286706,-0.145838632,0.017807612,0.035204816,0.083495717,0.153561767,0.465910684,0.00161713,-0.006950119,0.052027691,0.008648433,-0.059600488,-0.02831215,-0.052245925,0.129950018,0.141099917,0.442165445,0.009932668,-0.049968152,-0.068003672,0.019218886,0.001823467,0.04092337,0.065140853,0.075393395,0.023652433,0.027207956,0.153144696,-0.060902778,0.009633729,0.046948775,-0.089815963,0.021352535,0.05156655,0.046271375,-0.1365599,-0.007678255,0.04135976,0.106056297,-0.000578017,0.008317134,0.16574243,0.008129925,0.06817268,0.319297702,0.015906892,0.071843804,0.108990859,-0.059935557,0.074564187,0.192771669,-0.023069285,-0.006984714
ifn_g_PIC_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.098367215,0.094806192,0.071760127,0.044513502,0.023250414,0.044414132,-0.048515602,0.160669734,0.098046725,0.035343652,0.247970305,0.066846875,-0.02434862,0.02328153,0.059229775,-0.075711945,0.146888091,0.044994082,-0.043045313,0.022034927,0.00212132,0.016913971,0.0317218,0.019823657,0.118720876,-0.021584929,-0.084603947,0.174454151,-0.008521961,0.025586828,0.240662467,0.057040859,-0.004960059,0.043938434,-0.004254442,-0.052685442,0.029624654,-0.08359947,0.054448346,0.091505551,-0.051768189,0.142217985,-0.058621426,0.016410161,0.243219998,-0.003119426,0.00857676,0.269447706,-0.00333822,0.020423151,0.319265963,0.007654889,0.087254224,0.085989338,-0.035396202,0.055845587,0.023850748,-0.020646835,0.095282843,0.050831074,-0.013744204,0.117917529,-0.004057791,-0.040796138,0.028836566,0.08262432,0.107116467,-0.028307417,0.071183577,0.129932442,0.107678948,0.033229485,-0.019619391,-0.040769645,0.02737035,-0.038705542,0.024253442,0.052661655,0.113645499,-0.024846542,0.07981614,0.067463636,0.047648041,0.056216699,-0.042616821,0.055778954,-0.081033148,0.014066727,0.098108547,0.000452129,0.093369642,0.05611887,0.018087215,0.015362005,0.026387106,-0.003775637,0.049409097,-0.013543567,0.01583053,0.051999163,-0.023925037,-0.03000559,0.024882069,0.017831258,0.014077438,0.064298252,0.035426925,-0.00494406,-0.000133521,-0.014340618,0.261354252,0.057128878,-0.008267118,0.068382229,-0.00228956,0.044464392,0.157545632,-0.042180515,-0.035886178,0.346526639,0.088876629,0.107800662,0.069833889,0.042882207,0.010903956,0.001386447,-0.058252557
